,PRODUCT_LIBRARY_KEY,CLIENT_ID,PRODUCT_DESCRIPTION_x,SIZE_RAW_x,SIZE_VALUE,PACK_RAW_x,AGE,ProductKey,PRODUCT_DESCRIPTION_y,SIZE_RAW_y,PACK_RAW_y
2097,5740,,LUCA BOSIO DARK SWT RED,750M,0.75,12.0,,5740,LUCA BOSIO DARK SWT RED,750M,12.0
2098,5741,,LUCA BOSIO BLK SWT RED,750M,0.75,12.0,,5741,LUCA BOSIO BLK SWT RED,750M,12.0
2099,5742,,LUCAS & LEWELLEN CDS CAB,750M,0.75,6.0,,5742,LUCAS & LEWELLEN CDS CAB,750M,6.0
2100,5743,,ECHO FALLS RASP & CURR FUSION,750M,0.75,6.0,,5743,ECHO FALLS RASP & CURR FUSION,750M,6.0
2101,5744,,LUCAS & LEWELLEN HIGH 9 P NOIR,750M,0.75,6.0,,5744,LUCAS & LEWELLEN HIGH 9 P NOIR,750M,6.0
2102,5745,,LUCAS & LEWELLEN ROSE OF PNOIR,750M,0.75,12.0,,5745,LUCAS & LEWELLEN ROSE OF PNOIR,750M,12.0
2103,5746,,DRIFTING SAUV BL,750M,0.75,12.0,,5746,DRIFTING SAUV BL,750M,12.0
2104,5747,,ATTILIO GHISOLFI BUSSIA BAROLO,750M,0.75,12.0,,5747,ATTILIO GHISOLFI BUSSIA BAROLO,750M,12.0
2105,5748,,BIANCHI PARTICULAR MALBEC,750M,0.75,6.0,,5748,BIANCHI PARTICULAR MALBEC,750M,6.0
2106,5749,,LUCAS & LEWELLEN HDN ASSET RED,750M,0.75,12.0,,5749,LUCAS & LEWELLEN HDN ASSET RED,750M,12.0
2107,5750,,IRONSTONE CALIF CHENIN BL,750M,0.75,12.0,,5750,IRONSTONE CALIF CHENIN BL,750M,12.0
2108,5751,,LUCA BOSIO NEBBIOLO D ALBA,750M,0.75,12.0,,5751,LUCA BOSIO NEBBIOLO D ALBA,750M,12.0
2109,5752,,ATTILIO GHISOLFI BARB D ALBA,750M,0.75,12.0,,5752,ATTILIO GHISOLFI BARB D ALBA,750M,12.0
2110,5753,,TROPICAL MANGO MOSCATO,375M,0.375,12.0,,5753,TROPICAL MANGO MOSCATO,375M,12.0
2111,5754,,TROPICAL PASSION FRUIT MOSCATO,375M,0.375,12.0,,5754,TROPICAL PASSION FRUIT MOSCATO,375M,12.0
2112,5755,,EQUILIBRIO SYRAH,750M,0.75,12.0,,5755,EQUILIBRIO SYRAH,750M,12.0
2113,5756,,BIANCHI FAMIGLIA CAB,750M,0.75,12.0,,5756,BIANCHI FAMIGLIA CAB,750M,12.0
2114,5757,,BIANCHI FAMIGLIA CAB,750M,0.75,12.0,,5757,BIANCHI FAMIGLIA CAB,750M,12.0
2115,5758,,CONDE DE LOS ANDES TEMP,750M,0.75,6.0,,5758,CONDE DE LOS ANDES TEMP,750M,6.0
2116,5759,,LEO PREMIUM MALBEC,750M,0.75,6.0,,5759,LEO PREMIUM MALBEC,750M,6.0
2117,5760,,KIRKLAND SIG RIOJA RSV QS,750M,0.75,12.0,,5760,KIRKLAND SIG RIOJA RSV QS,750M,12.0
2118,5761,,BIANCHI SAN RAF OAS SUR MALBEC,750M,0.75,12.0,,5761,BIANCHI SAN RAF OAS SUR MALBEC,750M,12.0
2119,5762,,FERRY LACOMBE MIRA ROSE,750M,0.75,12.0,,5762,FERRY LACOMBE MIRA ROSE,750M,12.0
2120,5763,,SAMUEL CHARLES OAK KNOLL CAB,750M,0.75,12.0,,5763,SAMUEL CHARLES OAK KNOLL CAB,750M,12.0
2121,5764,,FOPPIANO CHARD,750M,0.75,12.0,,5764,FOPPIANO CHARD,750M,12.0
2122,5765,,PASCUAL TOSO ALTA MALBEC RSV,750M,0.75,6.0,,5765,PASCUAL TOSO ALTA MALBEC RSV,750M,6.0
2123,5766,,TROPICAL PCH MOSCATO,750M,0.75,12.0,,5766,TROPICAL PCH MOSCATO,750M,12.0
2124,5767,,BIANCHI VALENTIN MALBEC,750M,0.75,12.0,,5767,BIANCHI VALENTIN MALBEC,750M,12.0
2125,5768,,PASCUAL TOSO ALTA MALBEC RSV,750M,0.75,6.0,,5768,PASCUAL TOSO ALTA MALBEC RSV,750M,6.0
2126,5769,,TROPICAL CRNBRY MOSCATO,750M,0.75,12.0,,5769,TROPICAL CRNBRY MOSCATO,750M,12.0
2127,5770,,PASCUAL TOSO MALBEC RSV,750M,0.75,12.0,,5770,PASCUAL TOSO MALBEC RSV,750M,12.0
2128,5771,,PASCUAL TOSO SPRK BRUT,750M,0.75,12.0,,5771,PASCUAL TOSO SPRK BRUT,750M,12.0
2129,5772,,PASCUAL TOSO CAB,750M,0.75,12.0,,5772,PASCUAL TOSO CAB,750M,12.0
2130,5773,,PASCUAL TOSO MALBEC,750M,0.75,12.0,,5773,PASCUAL TOSO MALBEC,750M,12.0
2131,5774,,PASCUAL TOSO TORRONTES,750M,0.75,12.0,,5774,PASCUAL TOSO TORRONTES,750M,12.0
2132,5775,,PASCUAL TOSO CHARD,750M,0.75,12.0,,5775,PASCUAL TOSO CHARD,750M,12.0
2133,5776,,PASCUAL TOSO CAB RSV,750M,0.75,12.0,,5776,PASCUAL TOSO CAB RSV,750M,12.0
2134,5777,,IRONSTONE OBSESSION SYM PCH,750M,0.75,12.0,,5777,IRONSTONE OBSESSION SYM PCH,750M,12.0
2135,5778,,IRONSTONE OBSESSION SYM APL,750M,0.75,12.0,,5778,IRONSTONE OBSESSION SYM APL,750M,12.0
2136,5779,,IRONSTONE OBSESSION SYM MANGO,750M,0.75,12.0,,5779,IRONSTONE OBSESSION SYM MANGO,750M,12.0
2137,5780,,FOPPIANO CHARD,750M,0.75,12.0,,5780,FOPPIANO CHARD,750M,12.0
2138,5781,,MORSE CODE RED BLEND,750M,0.75,12.0,,5781,MORSE CODE RED BLEND,750M,12.0
2139,5782,,SHIRVINGTON SHIRAZ,750M,0.75,6.0,,5782,SHIRVINGTON SHIRAZ,750M,6.0
2140,5783,,PARINGA SPARK SHIRAZ,750M,0.75,12.0,,5783,PARINGA SPARK SHIRAZ,750M,12.0
2141,5784,,TROPICAL BLUBRY MOSCATO,750M,0.75,12.0,,5784,TROPICAL BLUBRY MOSCATO,750M,12.0
2142,5785,,TROPICAL BLK SEMI SWEET,750M,0.75,12.0,,5785,TROPICAL BLK SEMI SWEET,750M,12.0
2143,5786,,TROPICAL RED SEMI SWEET,750M,0.75,12.0,,5786,TROPICAL RED SEMI SWEET,750M,12.0
2144,5787,,SNOWFLAKES SWEET RED WINE,750M,0.75,12.0,,5787,SNOWFLAKES SWEET RED WINE,750M,12.0
2145,5788,,SNOWFLAKES MOSCATO D'ASTI,750M,0.75,12.0,,5788,SNOWFLAKES MOSCATO D'ASTI,750M,12.0
2146,5789,,BIANCHI LEO MALBEC,750M,0.75,6.0,,5789,BIANCHI LEO MALBEC,750M,6.0
2147,5790,,BIANCHI LEO TORRONTES,750M,0.75,6.0,,5790,BIANCHI LEO TORRONTES,750M,6.0
2148,5791,,TROPICAL STRBRY MOSCATO,750M,0.75,12.0,,5791,TROPICAL STRBRY MOSCATO,750M,12.0
2149,5792,,SAO MIGUEL SUL RED,750M,0.75,12.0,,5792,SAO MIGUEL SUL RED,750M,12.0
2150,5793,,QUINTA DO VALLADO QUADRIFOLIA,750M,0.75,6.0,,5793,QUINTA DO VALLADO QUADRIFOLIA,750M,6.0
2151,5794,,LTU MALBEC,750M,0.75,6.0,,5794,LTU MALBEC,750M,6.0
2152,5795,,PARSONS FLAT CAB/SHIRAZ,750M,0.75,12.0,,5795,PARSONS FLAT CAB/SHIRAZ,750M,12.0
2153,5796,,TWO ANGELS P SIRAH,750M,0.75,12.0,,5796,TWO ANGELS P SIRAH,750M,12.0
2154,5797,,BIANCHI FAMIGLIA CAB,750M,0.75,12.0,,5797,BIANCHI FAMIGLIA CAB,750M,12.0
2155,5798,,IRONSTONE CAB,750M,0.75,12.0,,5798,IRONSTONE CAB,750M,12.0
2156,5799,,IRONSTONE CAB FRANC,750M,0.75,12.0,,5799,IRONSTONE CAB FRANC,750M,12.0
2157,5800,,IRONSTONE CHARD,750M,0.75,12.0,,5800,IRONSTONE CHARD,750M,12.0
2158,5801,,IRONSTONE CAB RSV,750M,0.75,6.0,,5801,IRONSTONE CAB RSV,750M,6.0
2159,5802,,IRONSTONE OBSESSION SYMPHONY,750M,0.75,12.0,,5802,IRONSTONE OBSESSION SYMPHONY,750M,12.0
2160,5803,,IRONSTONE OV ZIN,750M,0.75,12.0,,5803,IRONSTONE OV ZIN,750M,12.0
2161,5804,,IRONSTONE OBSESSION RED,750M,0.75,12.0,,5804,IRONSTONE OBSESSION RED,750M,12.0
2162,5805,,LEAPING HORSE CALIF RED BLND,750M,0.75,12.0,,5805,LEAPING HORSE CALIF RED BLND,750M,12.0
2163,5806,,LEAPING HORSE WHT ZIN,1.5L,1.5,6.0,,5806,LEAPING HORSE WHT ZIN,1.5L,6.0
2164,5807,,IRONSTONE CAB RSV,750M,0.75,6.0,,5807,IRONSTONE CAB RSV,750M,6.0
2165,5808,,CHAMP PALMER & CO BRUT RSV,750M,0.75,6.0,,5808,CHAMP PALMER & CO BRUT RSV,750M,6.0
2166,5809,,CHAMP PALMER & CO BL DE BL,750M,0.75,6.0,,5809,CHAMP PALMER & CO BL DE BL,750M,6.0
2167,5810,,CHAMP PALMER & CO ROSE RSV NV,750M,0.75,6.0,,5810,CHAMP PALMER & CO ROSE RSV NV,750M,6.0
2168,5811,,CHAMP PALMER & CO BRUT RSV,375M,0.375,12.0,,5811,CHAMP PALMER & CO BRUT RSV,375M,12.0
2169,5812,,CHAMP PALMER & CO BL DE BL,1.5L,1.5,3.0,,5812,CHAMP PALMER & CO BL DE BL,1.5L,3.0
2170,5813,,CHAMP PALMER & CO BRUT RSV,1.5L,1.5,3.0,,5813,CHAMP PALMER & CO BRUT RSV,1.5L,3.0
2171,5814,,PAZO CILLEIRO ALBARINO,750M,0.75,12.0,,5814,PAZO CILLEIRO ALBARINO,750M,12.0
2172,5815,,CONDE DE LOS ANDES TEMP,750M,0.75,6.0,,5815,CONDE DE LOS ANDES TEMP,750M,6.0
2173,5816,,SIMONSIG BRUT ROSE,750M,0.75,12.0,,5816,SIMONSIG BRUT ROSE,750M,12.0
2174,5817,,KAROLYI GRUNER VELTLINER,750M,0.75,12.0,,5817,KAROLYI GRUNER VELTLINER,750M,12.0
2175,5818,,BIANCHI VALENTIN MALBEC,750M,0.75,12.0,,5818,BIANCHI VALENTIN MALBEC,750M,12.0
2176,5819,,TROPICAL GRPFRT MOSCATO,750M,0.75,12.0,,5819,TROPICAL GRPFRT MOSCATO,750M,12.0
2177,5820,,LUCA BOSIO SWT RED,750M,0.75,12.0,,5820,LUCA BOSIO SWT RED,750M,12.0
2178,5821,,LOS PRIMOS MALBEC,750M,0.75,12.0,,5821,LOS PRIMOS MALBEC,750M,12.0
2179,5822,,GUSTAVE LORENTZ P BLANC RSV,750M,0.75,12.0,,5822,GUSTAVE LORENTZ P BLANC RSV,750M,12.0
2180,5823,,FRATELLI MONTEPULCIANO,750M,0.75,12.0,,5823,FRATELLI MONTEPULCIANO,750M,12.0
2181,5824,,FRATELLI CHIANTI,750M,0.75,12.0,,5824,FRATELLI CHIANTI,750M,12.0
2182,5825,,FRATELLI MOSCATO D ASTI,750M,0.75,12.0,,5825,FRATELLI MOSCATO D ASTI,750M,12.0
2183,5826,,FIGUERO NOBLE RED,750M,0.75,6.0,,5826,FIGUERO NOBLE RED,750M,6.0
2184,5827,,GUSTAVE LORENTZ P GRIS RSV,750M,0.75,12.0,,5827,GUSTAVE LORENTZ P GRIS RSV,750M,12.0
2185,5828,,BIANCHI VALENTIN CAB,750M,0.75,12.0,,5828,BIANCHI VALENTIN CAB,750M,12.0
2186,5829,,BIANCHI ENZO RED,750M,0.75,6.0,,5829,BIANCHI ENZO RED,750M,6.0
2187,5830,,BIANCHI FAMIGLIA CAB,750M,0.75,12.0,,5830,BIANCHI FAMIGLIA CAB,750M,12.0
2188,5831,,KIRKLAND SIG RIOJA RSV QS,750M,0.75,12.0,,5831,KIRKLAND SIG RIOJA RSV QS,750M,12.0
2189,5832,,GUSTAVE LORENTZ RIES RSV,750M,0.75,12.0,,5832,GUSTAVE LORENTZ RIES RSV,750M,12.0
2190,5833,,GUSTAVE LORENTZ GEWURZ RSV,750M,0.75,12.0,,5833,GUSTAVE LORENTZ GEWURZ RSV,750M,12.0
2191,5834,,BIANCHI FAMIGLIA MALBEC,750M,0.75,12.0,,5834,BIANCHI FAMIGLIA MALBEC,750M,12.0
2192,5835,,BIANCHI LACREDO RED BLEND,750M,0.75,12.0,,5835,BIANCHI LACREDO RED BLEND,750M,12.0
2193,5836,,ELSA CHARD,750M,0.75,12.0,,5836,ELSA CHARD,750M,12.0
2194,5837,,ASCEVI P GRIGIO,750M,0.75,12.0,,5837,ASCEVI P GRIGIO,750M,12.0
2195,5838,,BOSIO ROERO ARNEIS,750M,0.75,12.0,,5838,BOSIO ROERO ARNEIS,750M,12.0
2196,5839,,BOSIO TRFLE HNTER LEDA BARBERA,750M,0.75,12.0,,5839,BOSIO TRFLE HNTER LEDA BARBERA,750M,12.0
2197,5840,,TERRAPURA SAUV BL,750M,0.75,12.0,,5840,TERRAPURA SAUV BL,750M,12.0
2198,5841,,TERRAPURA CHARD,750M,0.75,12.0,,5841,TERRAPURA CHARD,750M,12.0
2199,5842,,TERRAPURA CARMENERE,750M,0.75,12.0,,5842,TERRAPURA CARMENERE,750M,12.0
2200,5843,,TERRAPURA CHARD,750M,0.75,12.0,,5843,TERRAPURA CHARD,750M,12.0
2201,5844,,TERRAPURA CHARD,750M,0.75,12.0,,5844,TERRAPURA CHARD,750M,12.0
2202,5845,,TERRAPURA SAUV BL,750M,0.75,12.0,,5845,TERRAPURA SAUV BL,750M,12.0
2203,5846,,NEW AGE ROSE,750M,0.75,12.0,,5846,NEW AGE ROSE,750M,12.0
2204,5847,,NEW AGE RED,750M,0.75,12.0,,5847,NEW AGE RED,750M,12.0
2205,5848,,NEW AGE WHT BLND,750M,0.75,12.0,,5848,NEW AGE WHT BLND,750M,12.0
2206,5849,,BODEGAS MURIEL RIOJA CRIANZA,750M,0.75,12.0,,5849,BODEGAS MURIEL RIOJA CRIANZA,750M,12.0
2207,5850,,BODEGAS MURIEL RSV,750M,0.75,12.0,,5850,BODEGAS MURIEL RSV,750M,12.0
2208,5851,,BODEGAS MURIEL TEMP GR RSV,750M,0.75,12.0,,5851,BODEGAS MURIEL TEMP GR RSV,750M,12.0
2209,5852,,BODEGAS MURIEL RSV,750M,0.75,12.0,,5852,BODEGAS MURIEL RSV,750M,12.0
2210,5853,,ELSA CAB,750M,0.75,12.0,,5853,ELSA CAB,750M,12.0
2211,5854,,ELSA MALBEC,750M,0.75,12.0,,5854,ELSA MALBEC,750M,12.0
2212,5855,,GUSTAVE LORENTZ CREM BRUT ROSE,750M,0.75,12.0,,5855,GUSTAVE LORENTZ CREM BRUT ROSE,750M,12.0
2213,5856,,EPONYMOUS SYRAH,750M,0.75,12.0,,5856,EPONYMOUS SYRAH,750M,12.0
2214,5857,,ELSA MALBEC,1L,1.0,12.0,,5857,ELSA MALBEC,1L,12.0
2215,5858,,SENSUAL TORRONTES,750M,0.75,12.0,,5858,SENSUAL TORRONTES,750M,12.0
2216,5859,,SENSUAL MALBEC,750M,0.75,12.0,,5859,SENSUAL MALBEC,750M,12.0
2217,5860,,SIMONSIG CHENIN BL,750M,0.75,12.0,,5860,SIMONSIG CHENIN BL,750M,12.0
2218,5861,,VILA NOVA VINHO VERDE WHT,750M,0.75,12.0,,5861,VILA NOVA VINHO VERDE WHT,750M,12.0
2219,5862,,VILA NOVA DOURO RED BLND,750M,0.75,12.0,,5862,VILA NOVA DOURO RED BLND,750M,12.0
2220,5863,,ALTAMIRA BRANDAL,750M,0.75,12.0,,5863,ALTAMIRA BRANDAL,750M,12.0
2221,5864,,VINA EGUIA TEMP RSV,750M,0.75,12.0,,5864,VINA EGUIA TEMP RSV,750M,12.0
2222,5865,,VINA EGUIA RIOJA TEMP CRIANZA,750M,0.75,12.0,,5865,VINA EGUIA RIOJA TEMP CRIANZA,750M,12.0
2223,5866,,MATETIC EQ COASTAL SAUV BL,750M,0.75,12.0,,5866,MATETIC EQ COASTAL SAUV BL,750M,12.0
2224,5867,,TROPICAL PASSION FRUIT MOSCATO,750M,0.75,12.0,,5867,TROPICAL PASSION FRUIT MOSCATO,750M,12.0
2225,5868,,TROPICAL MANGO MOSCATO,750M,0.75,12.0,,5868,TROPICAL MANGO MOSCATO,750M,12.0
2226,5869,,LUCA BOSIO BARBERA D ASTI,750M,0.75,12.0,,5869,LUCA BOSIO BARBERA D ASTI,750M,12.0
2227,5870,,LUCA BOSIO MOSCATO PAVIA,750M,0.75,12.0,,5870,LUCA BOSIO MOSCATO PAVIA,750M,12.0
2228,5871,,VINA EGUIA RIOJA BLANCO,750M,0.75,12.0,,5871,VINA EGUIA RIOJA BLANCO,750M,12.0
2229,5872,,LUCIO BOSIO DOLCETTO D ALBA,750M,0.75,12.0,,5872,LUCIO BOSIO DOLCETTO D ALBA,750M,12.0
2230,5873,,LUCA BOSIO EGIDIO BARB D ALBA,750M,0.75,12.0,,5873,LUCA BOSIO EGIDIO BARB D ALBA,750M,12.0
2231,5874,,LUCA BOSIO ROERO ARNEIS,750M,0.75,12.0,,5874,LUCA BOSIO ROERO ARNEIS,750M,12.0
2232,5875,,LUCA BOSIO PROSECCO,750M,0.75,12.0,,5875,LUCA BOSIO PROSECCO,750M,12.0
2233,5876,,EPONYMOUS SPRING MTN CAB,750M,0.75,12.0,,5876,EPONYMOUS SPRING MTN CAB,750M,12.0
2234,5877,,TWO ANGELS P SIRAH,750M,0.75,12.0,,5877,TWO ANGELS P SIRAH,750M,12.0
2235,5878,,LUCA BOSIO BAROLO DOCG,750M,0.75,12.0,,5878,LUCA BOSIO BAROLO DOCG,750M,12.0
2236,5879,,PILLAR BOX RED,750M,0.75,12.0,,5879,PILLAR BOX RED,750M,12.0
2237,5880,,GUSTAVE LORENTZ CREMANT BRUT,750M,0.75,12.0,,5880,GUSTAVE LORENTZ CREMANT BRUT,750M,12.0
2238,5881,,PILLAR BOX CAB RSV,750M,0.75,12.0,,5881,PILLAR BOX CAB RSV,750M,12.0
2239,5882,,PILLAR BOX RED,750M,0.75,12.0,,5882,PILLAR BOX RED,750M,12.0
2240,5883,,FOPPIANO PETITE SYRAH,750M,0.75,12.0,,5883,FOPPIANO PETITE SYRAH,750M,12.0
2241,5884,,FOPPIANO LOT 96 RED,750M,0.75,12.0,,5884,FOPPIANO LOT 96 RED,750M,12.0
2242,5885,,FOPPIANO SAUV BL,750M,0.75,12.0,,5885,FOPPIANO SAUV BL,750M,12.0
2243,5886,,FOPPIANO P NOIR,750M,0.75,12.0,,5886,FOPPIANO P NOIR,750M,12.0
2244,5887,,PASCUAL TOSO ALTA MALBEC RSV,750M,0.75,6.0,,5887,PASCUAL TOSO ALTA MALBEC RSV,750M,6.0
2245,5888,,LUCA BOSIO DARK SWT RED,750M,0.75,12.0,,5888,LUCA BOSIO DARK SWT RED,750M,12.0
2246,5889,,LUCA BOSIO BLK SWT RED,750M,0.75,12.0,,5889,LUCA BOSIO BLK SWT RED,750M,12.0
2247,5890,,TROPICAL MANGO MOSCATO,375M,0.375,12.0,,5890,TROPICAL MANGO MOSCATO,375M,12.0
2248,5891,,TROPICAL PASSION FRUIT MOSCATO,375M,0.375,12.0,,5891,TROPICAL PASSION FRUIT MOSCATO,375M,12.0
2249,5892,,STANDARD ISSUE CUV PROSECCO,750M,0.75,12.0,,5892,STANDARD ISSUE CUV PROSECCO,750M,12.0
2250,5893,,LEO PREMIUM MALBEC,750M,0.75,6.0,,5893,LEO PREMIUM MALBEC,750M,6.0
2251,5894,,KIRKLAND SIG RIOJA RSV QS,750M,0.75,12.0,,5894,KIRKLAND SIG RIOJA RSV QS,750M,12.0
2252,5895,,BIANCHI SAN RAF OAS SUR MALBEC,750M,0.75,12.0,,5895,BIANCHI SAN RAF OAS SUR MALBEC,750M,12.0
2253,5896,,FERRY LACOMBE MIRA ROSE,750M,0.75,12.0,,5896,FERRY LACOMBE MIRA ROSE,750M,12.0
2254,5897,,SAMUEL CHARLES OAK KNOLL CAB,750M,0.75,12.0,,5897,SAMUEL CHARLES OAK KNOLL CAB,750M,12.0
2255,5898,,FOPPIANO CHARD,750M,0.75,12.0,,5898,FOPPIANO CHARD,750M,12.0
2256,5899,,PASCUAL TOSO ALTA MALBEC RSV,750M,0.75,6.0,,5899,PASCUAL TOSO ALTA MALBEC RSV,750M,6.0
2257,5900,,TROPICAL PCH MOSCATO,750M,0.75,12.0,,5900,TROPICAL PCH MOSCATO,750M,12.0
2258,5901,,BIANCHI VALENTIN MALBEC,750M,0.75,12.0,,5901,BIANCHI VALENTIN MALBEC,750M,12.0
2259,5902,,PASCUAL TOSO ALTA MALBEC RSV,750M,0.75,6.0,,5902,PASCUAL TOSO ALTA MALBEC RSV,750M,6.0
2260,5903,,TROPICAL CRNBRY MOSCATO,750M,0.75,12.0,,5903,TROPICAL CRNBRY MOSCATO,750M,12.0
2261,5904,,PASCUAL TOSO MALBEC RSV,750M,0.75,12.0,,5904,PASCUAL TOSO MALBEC RSV,750M,12.0
2262,5905,,PASCUAL TOSO SPRK BRUT,750M,0.75,12.0,,5905,PASCUAL TOSO SPRK BRUT,750M,12.0
2263,5906,,PASCUAL TOSO CAB,750M,0.75,12.0,,5906,PASCUAL TOSO CAB,750M,12.0
2264,5907,,PASCUAL TOSO MALBEC,750M,0.75,12.0,,5907,PASCUAL TOSO MALBEC,750M,12.0
2265,5908,,PASCUAL TOSO TORRONTES,750M,0.75,12.0,,5908,PASCUAL TOSO TORRONTES,750M,12.0
2266,5909,,PASCUAL TOSO CHARD,750M,0.75,12.0,,5909,PASCUAL TOSO CHARD,750M,12.0
2267,5910,,PASCUAL TOSO CAB RSV,750M,0.75,12.0,,5910,PASCUAL TOSO CAB RSV,750M,12.0
2268,5911,,PASCUAL TOSO ALTA CAB RSV,750M,0.75,6.0,,5911,PASCUAL TOSO ALTA CAB RSV,750M,6.0
2269,5912,,PASCUAL TOSO ALTA MALBEC RSV,750M,0.75,6.0,,5912,PASCUAL TOSO ALTA MALBEC RSV,750M,6.0
2270,5913,,PASCUAL TOSO MAGDALENA MALBEC,750M,0.75,6.0,,5913,PASCUAL TOSO MAGDALENA MALBEC,750M,6.0
2271,5914,,PASCUAL TOSO BARRANCAS RED,750M,0.75,12.0,,5914,PASCUAL TOSO BARRANCAS RED,750M,12.0
2272,5915,,IRONSTONE OBSESSION SYM PCH,750M,0.75,12.0,,5915,IRONSTONE OBSESSION SYM PCH,750M,12.0
2273,5916,,IRONSTONE OBSESSION SYM APL,750M,0.75,12.0,,5916,IRONSTONE OBSESSION SYM APL,750M,12.0
2274,5917,,IRONSTONE OBSESSION SYM MANGO,750M,0.75,12.0,,5917,IRONSTONE OBSESSION SYM MANGO,750M,12.0
2275,5918,,FOPPIANO CHARD,750M,0.75,12.0,,5918,FOPPIANO CHARD,750M,12.0
2276,5919,,MORSE CODE RED BLEND,750M,0.75,12.0,,5919,MORSE CODE RED BLEND,750M,12.0
2277,5920,,2GO MOSCATO FRIZZANTE,187M,0.187,6.0,,5920,2GO MOSCATO FRIZZANTE,187M,6.0
2278,5921,,PARINGA SPARK SHIRAZ,750M,0.75,12.0,,5921,PARINGA SPARK SHIRAZ,750M,12.0
2279,5922,,TROPICAL BLUBRY MOSCATO,750M,0.75,12.0,,5922,TROPICAL BLUBRY MOSCATO,750M,12.0
2280,5923,,TROPICAL BLK SEMI SWEET,750M,0.75,12.0,,5923,TROPICAL BLK SEMI SWEET,750M,12.0
2281,5924,,TROPICAL RED SEMI SWEET,750M,0.75,12.0,,5924,TROPICAL RED SEMI SWEET,750M,12.0
2282,5925,,SNOWFLAKES SWEET RED WINE,750M,0.75,12.0,,5925,SNOWFLAKES SWEET RED WINE,750M,12.0
2283,5926,,SNOWFLAKES MOSCATO D'ASTI,750M,0.75,12.0,,5926,SNOWFLAKES MOSCATO D'ASTI,750M,12.0
2284,5927,,TROPICAL STRBRY MOSCATO,750M,0.75,12.0,,5927,TROPICAL STRBRY MOSCATO,750M,12.0
2285,5928,,SAO MIGUEL SUL RED,750M,0.75,12.0,,5928,SAO MIGUEL SUL RED,750M,12.0
2286,5929,,QUINTA DO VALLADO QUADRIFOLIA,750M,0.75,6.0,,5929,QUINTA DO VALLADO QUADRIFOLIA,750M,6.0
2287,5930,,QUINTA DO VALLADO RED RSV,750M,0.75,6.0,,5930,QUINTA DO VALLADO RED RSV,750M,6.0
2288,5931,,PARSONS FLAT CAB/SHIRAZ,750M,0.75,12.0,,5931,PARSONS FLAT CAB/SHIRAZ,750M,12.0
2289,5932,,TWO ANGELS P SIRAH,750M,0.75,12.0,,5932,TWO ANGELS P SIRAH,750M,12.0
2290,5933,,BIANCHI FAMIGLIA CAB,750M,0.75,12.0,,5933,BIANCHI FAMIGLIA CAB,750M,12.0
2291,5934,,IRONSTONE CAB,750M,0.75,12.0,,5934,IRONSTONE CAB,750M,12.0
2292,5935,,IRONSTONE CAB FRANC,750M,0.75,12.0,,5935,IRONSTONE CAB FRANC,750M,12.0
2293,5936,,IRONSTONE CHARD,750M,0.75,12.0,,5936,IRONSTONE CHARD,750M,12.0
2294,5937,,IRONSTONE CAB RSV,750M,0.75,6.0,,5937,IRONSTONE CAB RSV,750M,6.0
2295,5938,,IRONSTONE MERLOT,750M,0.75,12.0,,5938,IRONSTONE MERLOT,750M,12.0
2296,5939,,IRONSTONE P SIRAH,750M,0.75,12.0,,5939,IRONSTONE P SIRAH,750M,12.0
2297,5940,,IRONSTONE LODI P NOIR,750M,0.75,12.0,,5940,IRONSTONE LODI P NOIR,750M,12.0
2298,5941,,IRONSTONE OBSESSION SYMPHONY,750M,0.75,12.0,,5941,IRONSTONE OBSESSION SYMPHONY,750M,12.0
2299,5942,,IRONSTONE OV ZIN,750M,0.75,12.0,,5942,IRONSTONE OV ZIN,750M,12.0
2300,5943,,IRONSTONE OBSESSION RED,750M,0.75,12.0,,5943,IRONSTONE OBSESSION RED,750M,12.0
2301,5944,,IRONSTONE ZIN OV RSV,750M,0.75,6.0,,5944,IRONSTONE ZIN OV RSV,750M,6.0
2302,5945,,LEAPING HORSE CAB,750M,0.75,12.0,,5945,LEAPING HORSE CAB,750M,12.0
2303,5946,,LEAPING HORSE CALIF RED BLND,750M,0.75,12.0,,5946,LEAPING HORSE CALIF RED BLND,750M,12.0
2304,5947,,IRONSTONE CAB RSV,750M,0.75,6.0,,5947,IRONSTONE CAB RSV,750M,6.0
2305,5948,,CHAMP PALMER & CO BRUT RSV,750M,0.75,6.0,,5948,CHAMP PALMER & CO BRUT RSV,750M,6.0
2306,5949,,CHAMP PALMER & CO BL DE BL,750M,0.75,6.0,,5949,CHAMP PALMER & CO BL DE BL,750M,6.0
2307,5950,,CHAMP PALMER & CO ROSE RSV NV,750M,0.75,6.0,,5950,CHAMP PALMER & CO ROSE RSV NV,750M,6.0
2308,5951,,CHAMP PALMER & CO BRUT RSV,375M,0.375,12.0,,5951,CHAMP PALMER & CO BRUT RSV,375M,12.0
2309,5952,,CHAMP PALMER & CO BL DE BL,1.5L,1.5,3.0,,5952,CHAMP PALMER & CO BL DE BL,1.5L,3.0
2310,5953,,CHAMP PALMER & CO BRUT RSV,1.5L,1.5,3.0,,5953,CHAMP PALMER & CO BRUT RSV,1.5L,3.0
2311,5954,,PAZO CILLEIRO ALBARINO,750M,0.75,12.0,,5954,PAZO CILLEIRO ALBARINO,750M,12.0
