ProductKey,PRODUCT_ID,PRODUCT_DESCRIPTION,SIZE_RAW,SIZE_VALUE,PACK_RAW,PACK,STRENGTH,PROVIDER_SOURCE_ID,PROVIDER_ID,CLIENT_ID,SOURCE_SYSTEM_ID,UNIVERSAL_PROD_CODE,ACTIVE_FLAG,CREATE_DATE,AUTOMAP_ID,MANUFACTURER_NAME,CATEGORY_LEVEL_LL_DESCR,BRAND_LEVEL_LL_DESCR
3959,5992074,Champagne Palmer & Co Rsv Rose Solera - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3960,5992094,Champagne Palmer & Co Rsv Brut - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3961,6685494,Ironstone Chard - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3962,6685514,Ironstone Symphony Obsession White - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3963,9005004,Pascual Toso Brut Sparkling   - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3964,9005014,Pascual Toso Cab Sauv - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3965,9005024,Pascual Toso Malbec - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3966,9005034,Pascual Toso Malbec Reserve - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3967,9005044,Pascual Toso Torrontes - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3968,9005054,Pascual Toso Chard 12 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3969,9005055,Pascual Toso Chard - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3970,9005764,Pascual Toso Malbec Alta 13 - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3972,9100350,Ch Ferry Lacombe Mira Rose 18 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3973,9100354,Ch Ferry Lacombe Mira Rose 16 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3974,9100934,Attilio Ghisolfi Visette Barolo - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3975,9100944,Attilio Ghisolfi Bussia Barolo - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3976,9100960,Bodegas Muriel Crianza 15 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3977,9100964,Bodegas Muriel Crianza - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3978,9100974,Bodegas Muriel Rsva - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3979,9100984,Bodegas Muriel Gran Reserva - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3980,9100994,Bodegas Muriel Blanco - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3981,9101004,Bianchi Famiglia Red Blend - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3982,9101014,Bianchi Famiglia Cab Sauv - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3983,9101015,Bianchi Famiglia Cab Sauv 12 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3984,9101017,Bianchi Famiglia Cab Sauv 13 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3985,9101024,Bianchi Famiglia Malbec - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3986,9101054,Cachette Cdr - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3987,9101074,Corralillo Syrah - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3988,9101110,Enzo Bianchi Red 15 - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3989,9101112,Enzo Bianchi Red 16 - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3990,9101115,Enzo Bianchi Red 12 - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3991,9101116,Enzo Bianchi Red 13 - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3992,9101124,Mochetto Sparkling Pink Moscato 10 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3993,9101126,Mochetto Sparkling Pink Moscato - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3994,9101204,Morse Code Shiraz - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3995,9101264,Matetic Pinot Noir Eq - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3996,9101294,Matetic Sauv Blanc Eq Coastal - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3997,9101404,Koyle Cab Sauv Rsva - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3998,9101414,Koyle Carmenere Rsva - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
3999,9101434,Koyle Carmenere Royale - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4000,9101564,Koyle Cab Sauv Royale - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4001,9101565,Koyle Cab Sauv Royale 12 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4002,9101664,Karolyi Gruner Veltliner - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4003,9101684,Leda Truffle Hunter Barbera D Asti - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4004,9101804,Luca Bosio Moscato D Asti - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4005,9101824,Luca Bosio Sweet Red - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4006,9102204,New Age Red - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4007,9102214,New Age White - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4008,9102224,New Age Rose - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4009,9102234,New Age Brut - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4010,9102304,Foppiano Petite Sirah - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4011,9102404,Ironstone Obsession Red - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4012,9102504,Florinda Cava - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4013,9102554,L10 Premium Malbec - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4014,9102564,L10 Malbec - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4015,9102804,Eponymous Cab Sauv Napa (6In) - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4016,9102805,Eponymous Cab Sauv Napa (12In) - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4017,9102814,Eponymous Macallister Red Blend - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4018,9102824,Eponymous Cab Sauv Spring Mtn - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4019,9102914,Gustave Lorentz Cremant Rose - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4020,9103004,Elsa Cabernet - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4021,9103014,Elsa Malbec - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4022,9103017,Elsa Malbec - LTR (12),LTR,1.0000,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4023,9103034,Elsa Chardonnay - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4024,9103044,Elsa Torrontes - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4025,9103074,Gustave Lorentz Gewurz Rsv - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4026,9103080,Gustave Lorentz P Gris Rsv 16 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4027,9103081,Gustave Lorentz P Gris Rsv 17 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4028,9103082,Gustave Lorentz P Gris Rsv 18 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4029,9103085,Gustave Lorentz P Gris Rsv 13 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4030,9103087,Gustave Lorentz P Gris Rsv 14 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4031,9103088,Gustave Lorentz P Gris Rsv 15 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4032,9103104,Gustave Lorentz P Noir Rose - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4033,9103204,Paringa Shiraz - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4034,9103304,Simonsig Brut - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4035,9103404,Sensual Cab Sauv - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4036,9103424,Sensual Malbec - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4037,9103474,Simonsig Brut Rose - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4038,9103484,Simonsig Pinotage - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4039,9103504,Simonsig Chenin Blanc - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4040,9103644,Foppiano Pinot Noir - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4041,9103764,Terrapura Pinot Noir - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4042,9103804,Paringa Sparkling Shiraz - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4043,9103864,Vina Eguia Tempranillo - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4044,9103870,Vina Eguia Tempranillo Rsva Rioja 14 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4045,9103874,Vina Eguia Rsva Rioja 07 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4046,9103875,Vina Eguia Tempranillo Rsva Rioja 09 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4047,9103877,Vina Eguia Tempranillo Rsva Rioja 10 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4048,9103878,Vina Eguia Tempranillo Rsva Rioja 13 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4049,9103936,Vallado Porto 10Yr Tawny - 500ML (6),500ML,0.5000,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4050,9103965,Vallado Douro Red 11 - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4051,9103967,Vallado Douro Red 12 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4052,9103968,Vallado Douro Red 13 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4053,9104014,Pillar Box Red - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4054,9104044,Real Compania Tempranillo - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4055,9104054,Real Compania Garnacha - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4056,9104074,Real Compania Verdejo - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4057,9104104,Two Angels Petite Sirah - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4058,9104120,Two Angels Sauv Blanc 17 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4059,9104124,Two Angels Sauv Blanc - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4060,9104153,Pancho Sangria - LTR (6),LTR,1.0000,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4061,9104200,Pazo Cilleiro Albarino 16 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4062,9104201,Pazo Cilleiro Albarino 17 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4063,9104202,Pazo Cilleiro Albarino 18 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4064,9104204,Pazo Cilleiro Albarino 15 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4065,9104504,Ironstone Cab Sauv - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4066,9104524,Ironstone Merlot - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4067,9104544,Ironstone Zin Rsv - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4068,9104554,Ironstone Pinot Noir - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4069,9104564,Ironstone Cab Franc - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4070,9104574,Ironstone Cab Franc Rsv - 750ML (6),750ML,0.7500,6,6.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4071,9104584,Ironstone Petite Sirah - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4072,9104594,Ironstone Zinfandel - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4073,9104804,Leaping Horse Cab Sauv - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4074,9104814,Leaping Horse Chard - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4075,9104824,Leaping Horse Merlot - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4076,9104834,Leaping Horse Red Blend - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4077,9104844,Leaping Horse Pinot Grigio - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4078,9104904,Drifting Merlot - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4079,9104924,Drifting Chardonnay - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4080,9104944,Drifting Cabernet Sauvignon - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4081,9105004,Valentin Bianchi Cab Sauv - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4082,9105044,Valentin Bianchi Malbec - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4083,9105144,Granite Hill Pinot Noir - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4084,9105154,Granite Hill Petite Sirah - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4085,9105164,Granite Hill Pinot Grigio 16 - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4086,9105174,Granite Hill Merlot - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4087,9105184,Granite Hill Cab Sauv - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4088,9105204,Kirkland Signature Rioja Rsva - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4089,9105304,Tartana Tempranillo - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4090,9105504,Tropical Moscato Passion Fruit - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4091,9105514,Tropical Moscato Mango - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4092,9105524,Tropical Moscato Strawberry - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4093,9105604,Luca Bosio Black - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4094,9105624,Luca Bosio Dark Red - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
4095,9105644,Luca Bosio Rosso - 750ML (12),750ML,0.7500,12,12.00,NULL,63130,56,NULL,COLLECTIONS,NULL,1,2021-08-11 16:09:57.340,NULL,091,NULL,NULL
