PRODUCT_LIBRARY_KEY,CLIENT_ID,PROVIDER_ID,PROVIDER_SOURCE_ID,PRODUCT_ID,PRODUCT_DESCRIPTION,SIZE_UOM,SIZE_RAW,SIZE_VALUE,SELLING_UOM,PACK_RAW,PACK,UNITS_PER_PALLET,EQUIV_VALUE,STRENGTH,UPC,SCC,EAN,MANUFACTURER_NAME,AUTOMAP_ID,CURRENT_FEED_FLAG,ACTIVE_FLAG,SOURCE_SYSTEM_ID,AUDIT_LOAD_KEY,FILE_KEY,CREATE_DATE,UPDATE_DATE,UPDATE_USER_ID,AGE
1,-4,NULL,NULL,AP0001,UNMAPPED CATCH ALL,NULL,.750,0.7500,NULL,NULL,12.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,COLL,NULL,NULL,1/5/2021 16:58,1/5/2021 16:58,RBruns,NULL
2,-4,NULL,NULL,AP0002,CLIENT DISCONTINUED PRODUCTS,NULL,0.75,0.7500,NULL,NULL,12.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,APERITY,NULL,NULL,1/5/2021 16:58,1/5/2021 16:58,RBruns,NULL
3,-4,NULL,NULL,AP0006,NO MAP AVAILABLE,NULL,.750,0.7500,NULL,NULL,12.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,APERITY,NULL,NULL,1/5/2021 16:58,1/5/2021 16:58,RBruns,NULL
4,67,NULL,NULL,02BOBA127,Bosio Barbera d Asti 12 DOCG,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,00857852002177,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2012
5,67,NULL,NULL,02BOBA137,Bosio Barbera d Asti 13 DOCG,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2013
6,67,NULL,NULL,02BOBA147,Bosio Barbera d Asti 14 DOCG,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
7,67,NULL,NULL,02BOBA157,Bosio Barbera d Asti 15 DOCG,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,857852002177,10899188001810,00857852002177,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2015
8,67,NULL,NULL,02BOBA167,Bosio Barbera d Asti 16 DOCG,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,857852002177,10899188001810,00857852002177,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
9,67,NULL,NULL,02BOBA177,Bosio Barbera d Asti 17 DOCG,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,857852002177,NULL,00857852002177,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
10,67,NULL,NULL,02BOBA187,Bosio Barbera d Asti 18 DOCG,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,n/a,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
11,67,NULL,NULL,02BOBA197,Bosio Barbera d Asti 19 DOCG,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,857852005178,n/a,00857852005178,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2019
12,67,NULL,NULL,02BOBA207,Bosio Barbera d Asti 20 DOCG,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,857852005178,n/a,00857852005178,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2020
13,67,NULL,NULL,02BOCRNV7,Bosio Casa Rossa Sweet Red NV,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001066,10899188001063,00899188001066,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,0
14,67,NULL,NULL,02BOGV137,Bosio Cortese di Gavi 13,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2013
15,67,NULL,NULL,02BOGV147,Bosio Cortese di Gavi 14,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,857852005192,NULL,00857852005192,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
16,67,NULL,NULL,02BOGV167,Bosio Cortese di Gavi 16,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,857852005192,NULL,00857852005192,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
17,67,NULL,NULL,02BOGV177,Bosio Cortese di Gavi 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,857852005192,NULL,00857852005192,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
18,67,NULL,NULL,02BOGV197,Bosio Cortese di Gavi 19,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,857852005192,n/a,00857852005192,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2019
19,67,NULL,NULL,02BOMA137,Bosio Moscato d Asti DOCG 13,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2013
20,67,NULL,NULL,02BOMA147,Bosio Moscato d Asti DOCG 14,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
21,67,NULL,NULL,02BOMA187,Bosio Moscato Pavia  NV,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001141,10899188001148,00899188001141,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
22,67,NULL,NULL,02BORA137,Bosio Roero Arneis 13,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2013
23,67,NULL,NULL,02BORA147,Bosio Roero Arneis 14,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
24,67,NULL,NULL,02BSBA117,Boschi Dei Sig Barb d Alba 11,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2011
25,67,NULL,NULL,02BSBB117,Boschi Dei Sig Barabaresco 11,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2011
26,67,NULL,NULL,02BSBR107,Boschi dei Sig Barolo 10,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
27,67,NULL,NULL,02BSDA137,Boschi Dei Sig Dol d Alba 13,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2013
28,67,NULL,NULL,02BSNA157,Boschi dei Signori Nebbiolo 15,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2015
29,67,NULL,NULL,02BSRO147,Boschi dei Signori Rosso 14,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,857852005208,NULL,00857852005208,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
30,67,NULL,NULL,03GBCBNV6,Gran Baron Cava Brut NV,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,853646004501,NULL,00853646004501,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,0
31,67,NULL,NULL,571030-18,Mud House Sauv Blanc 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007022,10083417007005,00083417007022,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
32,67,NULL,NULL,571030-19,Mud House Sauv Blanc 19,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007022,10083417007005,00083417007022,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2019
33,67,NULL,NULL,571037,Mud House Pinot Noir 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007084,10083417007067,00083417007084,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
34,67,NULL,NULL,572929,Da Luca Prosecco NV,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417006612,10083417006619,00083417006612,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,0
35,67,NULL,NULL,577025,Outlot Chardonnay 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007343,10083417007326,00083417007343,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
36,67,NULL,NULL,577026,Outlot Cab Sauv 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007336,10083417007319,00083417007336,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
37,67,NULL,NULL,577027,Outlot Sauv Blanc 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007350,10083417007333,083417007350,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
38,67,NULL,NULL,577037,Geyser Peak WLKG TR Cab15 -6pk,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,083417036206,20083417036200,00083417036206,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2015
39,67,NULL,NULL,577050,XYZin Old Vine Zinfandel  17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417067200,10083417067207,00083417067200,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
40,67,NULL,NULL,577823,Geyser Peak Sauv Blanc 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,83417000207,10083417000204,00008341700020,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
41,67,NULL,NULL,577824,Geyser Peak Pinot Grigio 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417006209,10083417006206,00083417006209,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
42,67,NULL,NULL,577825,Geyser Peak Pinot Grigio 18-TP,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417006209,10083417006206,00083417006209,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
43,67,NULL,NULL,577826,Geyser Peak Cab Sauv 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417019209,10083417019206,00083417019209,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
44,67,NULL,NULL,577827-17,Geyser Peak Chardonnay 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417016208,10083417016205,00083417016208,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
45,67,NULL,NULL,577827-18,Geyser Peak Chardonnay 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417016208,10083417016205,00083417016208,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
46,67,NULL,NULL,577986,St Hallett Faith Shiraz 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,633438000085,10633438000082,00633438000085,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
47,67,NULL,NULL,577989,St Hallett Black Clay Shiraz18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,098655000667,10098655000664,00098655000667,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
48,67,NULL,NULL,583054,St Hallett Old Vine Grenache17,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,098655000674,10098655000671,00098655000674,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
49,67,NULL,NULL,583248,Geyser Peak Dry Creek Zin 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007640,NULL,00083417007640,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
50,67,NULL,NULL,583317,Geyser Peak Alex Vly PS 16,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417006308,NULL,00083417006308,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
51,67,NULL,NULL,583318-17,Geyser Peak Alexr Vl Malbec 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417028201,NULL,00083417028201,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
52,67,NULL,NULL,583522,Da Luca Sparkling Rose NV,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007657,10083417007616,00083417007657,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,0
53,67,NULL,NULL,583632,Barossa Ink Shiraz 16,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007671,10083417007678,0083417007671,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
54,67,NULL,NULL,583693-17,Barossa Ink Cab Sauv 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007688,10083417007685,00083417007688,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
55,67,NULL,NULL,583693-18,Barossa Ink Cab Sauv 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007688,10083417007685,00083417007688,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
56,67,NULL,NULL,584665,Trackers Crossing Shiraz 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,081434031006,10081434031003,00081434031006,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
57,67,NULL,NULL,584666,Trackers Crossing Cab 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,081434031013,10081434031010,00081434031013,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
58,67,NULL,NULL,584667,Trackers Crossing Chard 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,081434031020,20081434031024,00081434031020,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
59,67,NULL,NULL,585041,Outlot Rose 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,083417007718,10083417007715,00083417007718,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
60,67,NULL,NULL,585075,Geyser Peak WLKG TR Cab17- 6PK,LITER,0.75,0.7500,NULL,6,6.00,NULL,0.08333300000000,NULL,083417036206,20083417036200,00083417036206,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
61,67,NULL,NULL,585413,Geyser Peak WLKG TR Cab17 12PK,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
62,67,NULL,NULL,ALFR147,Ascevi Cerou Friulano 14,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001936,10899188001933,00899188001936,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
63,67,NULL,NULL,ALFR167,Ascevi Cerou Friulano 16,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001936,10899188001933,00899188001936,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
64,67,NULL,NULL,ALFR177,Ascevi Cerou Friulano 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001936,10899188001933,00899188001936,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
65,67,NULL,NULL,ALGPG187,Ascevi Luwa Grappoli PG 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001936,10899188001933,00899188001936,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
66,67,NULL,NULL,ALGPG197,Ascevi Luwa Grappoli PG 19,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001936,10899188001933,00899188001936,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2019
67,67,NULL,NULL,ALPG107,Ascevi Collio Pinot Grigio 10,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
68,67,NULL,NULL,ALPG127,Ascevi Collio Pinot Grigio 12,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2012
69,67,NULL,NULL,ALPG137,Ascevi Cerou Collio PG 13- New,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899911000618,10899188001926,00899911000618,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2013
70,67,NULL,NULL,ALPG147,Ascevi Cerou Collio PG 14,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899911000618,10899188001926,00899911000618,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
71,67,NULL,NULL,ALPG157,Ascevi Cerou Collio PG 15,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899911000618,10899188001926,00899911000618,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2015
72,67,NULL,NULL,ALPG167,Ascevi Cerou Collio PG 16,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001929,10899188001926,00899188001929,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
73,67,NULL,NULL,ALPG177,Ascevi Cerou Collio PG 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001929,10899188001926,00899188001929,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
74,67,NULL,NULL,ALRG147,Ascevi Cerou Ribolla Gialla 14,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001752,10899188001759,00899188001752,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2014
75,67,NULL,NULL,ALRG167,Ascevi Cerou Ribolla Gialla 16,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001752,10899188001759,00899188001752,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2016
76,67,NULL,NULL,ALRG177,Ascevi Cerou Ribolla Gialla 17,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899188001752,10899188001759,00899188001752,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2017
77,67,NULL,NULL,ALSB107,Ascevi Collio Sauv Blanc RV 10,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
78,67,NULL,NULL,AMBO087,Antico Monastero Barolo 08,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899911000366,NULL,00899911000366,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2008
79,67,NULL,NULL,AMBO097,Antico Monastero Barolo 09,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899911000366,NULL,00899911000366,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2009
80,67,NULL,NULL,AMBS107,Antico Monastero Barbaresco 10,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,NULL,NULL,NULL,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2010
81,67,NULL,NULL,APCSAP187,Atlas Peak AVA Cab Sauv 18,LITER,0.75,0.7500,NULL,12,12.00,NULL,0.08333300000000,NULL,899911000045,10899911000042,00899911000045,QUINT,NULL,NULL,1,QUINT,5626710,10800882,7/30/2021 21:35,7/30/2021 21:35,VI_APT_PL_PRODUCT_LIBRARY_CL,2018
